time,display_window,no_ai_output,ai_output,no_ai_capital,ai_capital,no_ai_consumption,ai_consumption,ai_capability,ai_shadow_value,ai_inference_compute,ai_research_compute,ai_services,no_ai_output_pc_index,ai_output_pc_index,no_ai_consumption_pc_index,ai_consumption_pc_index,no_ai_wage_index,ai_wage_index,no_ai_output_pc_growth,ai_output_pc_growth,no_ai_net_interest,ai_net_interest,ai_bgp_net_interest,ai_capability_index,ai_capability_growth,ai_shadow_capability_to_output,no_ai_gross_capital_share,no_ai_labor_share,ai_gross_capital_share,ai_labor_share,ai_inference_share,ai_research_share,ai_profit_share,ai_log_capital_deviation,ai_log_capability_deviation,ai_log_consumption_deviation,ai_log_shadow_deviation
6.5,1.0,1.959229659402643,1.9593467219348353,6.465457876028722,6.465332293631394,1.5519058132128336,1.5168195252026972,30.94506565658449,0.030679458526228165,0.03518202973906189,1.2808402290492304e-05,1.0887102202071783,1.0671590243841926,1.0672227863515795,1.0671590243841924,1.043032142093157,1.0671590243841926,0.8537782290812636,0.01,0.010011405922172575,0.05,0.050007917439202104,0.050866666666666664,1.0004340580897746,6.745682015587336e-05,0.4845379573580985,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.537077969459196e-06,0.11603746292203052,1.0694023336603329,4.222352359931044,1.062615232740919,-3.090787339011747
7.0,1.0,1.9720061307368018,1.9721353385860947,6.507620231431446,6.507503193377276,1.5620260561566206,1.5267171749427992,30.946110233200162,0.030878545344970216,0.03541166213965191,1.2912491626058127e-05,1.0958532001145087,1.0725081812542165,1.0725784530821225,1.0725081812542163,1.048264626658249,1.0725081812542165,0.8580627624656982,0.01,0.010011677658925754,0.05,0.05000835072900754,0.050866666666666664,1.0004678285795257,6.756428045808296e-05,0.4845361519516233,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.547467292643123e-06,0.11603745253270734,1.0689704391728803,4.220652781865752,1.062185967277844,-3.0895190489324516
7.5,1.0,1.984865919623331,1.9850076901398317,6.550057534756992,6.549951299636453,1.5722122949336406,1.53667973487062,30.947156509192393,0.031078928205406784,0.03564279808415081,1.3017429188992096e-05,1.1030432507357577,1.0778841508846315,1.077961139557412,1.0778841508846315,1.053523583640815,1.0778841508846315,0.8623689116459294,0.01,0.010011937714602234,0.05,0.050008764612112816,0.050866666666666664,1.0005016540090272,6.767191146444217e-05,0.48453437237964775,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.557873429737241e-06,0.11603744212657024,1.0685388716800028,4.218953257573285,1.0617569135686094,-3.088250626395836
8.0,1.0,1.9978095693902236,1.9979643151898465,6.592771578987739,6.592678349635169,1.5824649599139964,1.5467076181430859,30.94820448737339,0.031280615304662196,0.03587544724354887,1.312322177085823e-05,1.1102806773693266,1.0832870676749586,1.0833709766350903,1.0832870676749586,1.0588091380549778,1.0832870676749586,0.8666967813080722,0.01,0.0100121866499551,0.05,0.05000916001751181,0.050866666666666664,1.0005355344691962,6.777971328747554e-05,0.48453261731431896,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.56829637600973e-06,0.11603743170362397,1.0681076161910368,4.21725378713902,1.0613280621440129,-3.086982079926338
8.5,1.0,2.0108376269086077,2.0110057562055808,6.635764168798406,6.635686095029403,1.5927844842743084,1.55680124107374,30.94925417055808,0.031483614901094394,0.0361096193584274,1.3229876222149996e-05,1.117565787526074,1.0887170666983987,1.0888080960448645,1.0887170666983987,1.0641214158903947,1.0887170666983987,0.8710464768358918,0.01,0.010012424998847174,0.05,0.050009537829848336,0.050866666666666664,1.0005694700510372,6.78876860577566e-05,0.48453088549107565,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.578736128091686e-06,0.11603742126387188,1.0676766584322255,4.215554370648398,1.0608994039881048,-3.085713417644688
9.0,1.0,2.023950642615852,2.02413255954274,6.679037120632311,6.678976301871525,1.6031713040160165,1.566961023134463,30.95030556156394,0.0316879353143486,0.036345324239149435,1.3337399452614577e-05,1.1248988909357915,1.0941742837052102,1.0942726303837214,1.0941742837052104,1.0694605441022826,1.0941742837052104,0.8754181043069771,0.01,0.010012653269547592,0.05,0.05000989889153121,0.050866666666666664,1.0006034608456378,6.799582991208171e-05,0.4845291757056256,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.589192683915698e-06,0.11603741080731607,1.0672459848125107,4.213855008186926,1.0604709305165587,-3.0844446472871763
9.5,1.0,2.03714917053882,2.0373452754546078,6.7225922627781065,6.722550750582086,1.6136258579837994,1.5771873869579944,30.951358663211362,0.03189358492542537,0.03658257176606293,1.344579843158577e-05,1.1322802995540833,1.0996588551261026,1.0997647131115162,1.0996588551261028,1.0748266506020323,1.0996588551261028,0.8798117704892129,0.01,0.010012871945962544,0.05,0.05001024400474864,0.050866666666666664,1.000637506944179,6.810414498901844e-05,0.4845274868110718,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.599666042657159e-06,0.11603740033395732,1.0668155823909549,4.2121556998401815,1.060042633556076,-3.0831757762240053
10.0,1.0,2.0504337683172813,2.050644458104008,6.7664314354470285,6.766411235926452,1.6241485878841186,1.5874807583412163,30.95241347832352,0.032100572176762536,0.036821371889715564,1.3555080188325533e-05,1.1397103275695948,1.1051709180756477,1.1052844785469118,1.1051709180756477,1.0802198642483842,1.1051709180756477,0.8842275828375294,0.01,0.010013081488808483,0.05,0.05001057393338697,0.050866666666666664,1.0006716084379326,6.821263143261648e-05,0.4845258177151678,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.610156204678375e-06,0.1160373898437953,1.0663854388457144,4.210456445693811,1.059614505324767,-3.0819068114767663
10.5,1.0,2.0638049972274657,2.064030665575997,6.810556490850637,6.810559566996981,1.6347399383038757,1.5978415662493013,30.953470009726477,0.03230890557233289,0.03706173463108259,1.3665251812374953e-05,1.1471892914116562,1.1107106103557052,1.110832061863707,1.110710610355705,1.0856403148392266,1.1107106103557052,0.8886656494909655,0.01,0.010013282334202043,0.05,0.050010889404850115,0.050866666666666664,1.0007057654182632,6.832128939395334e-05,0.4845241673777198,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.620663171475445e-06,0.1160373793368285,1.0659555424446092,4.208757245833534,1.0591865384135448,-3.0806377597350227
11.0,1.0,2.077263422205786,2.077504459891392,6.854969293279095,6.854997567201496,1.6454003567292035,1.6082702428208433,30.954528260249315,0.03251859367775981,0.03730367008180983,1.37763204539161e-05,1.1547175097583993,1.116278070458871,1.1164075990876043,1.1162780704588713,1.0910881331040907,1.1162780704588713,0.8931260792700835,0.01,0.010013474897306349,0.05,0.05001119111177761,0.050866666666666664,1.0007399779766333,6.843011902873475e-05,0.4845225348081341,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.63118694562817e-06,0.11603736881305435,1.0655258820173523,4.207058100345149,1.0587587257685684,-3.0793686273719483
11.5,1.0,2.090809611872699,2.09106640702022,6.899671719179906,6.899727074250372,1.6561302935643647,1.6187672233728174,30.955588232724306,0.03272964512043008,0.03754718840445506,1.388829332413382e-05,1.1622953035448316,1.1218734375719386,1.1220112270929286,1.1218734375719384,1.0965634506965587,1.1218734375719384,0.8976089816743427,0.01,0.010013659576567139,0.05,0.05001147971373114,0.050866666666666664,1.000774246204608,6.853912049651191e-05,0.4845209190630123,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.641727530750546e-06,0.11603735827246923,1.0650964469282715,4.205359009314533,1.0583310606739955,-3.0780994204596928
12.0,1.0,2.1044441385567323,2.1047170768960157,6.944665657237216,6.944749940150046,1.6669302021507877,1.6293329464065418,30.95664992998683,0.03294206858962446,0.037792299832744854,1.4001177695588384e-05,1.1699229959713824,1.127496851579376,1.1276430835997842,1.1274968515793757,1.1020664001873701,1.1274968515793757,0.9021144668798272,0.01,0.010013836751304829,0.05,0.050011755838782423,0.050866666666666664,1.000808570193854,6.864829396052751e-05,0.48451931924387653,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.652284931444074e-06,0.11603734771506853,1.064667227050641,4.203659972827643,1.0579035367357528,-3.0768301447838478
12.5,1.0,2.118167578318667,2.118457043430803,6.989953008451602,6.990068031201694,1.6778005387862163,1.6399678536144546,30.957713354875477,0.0331558728366637,0.038039014671843493,1.4114980902597775e-05,1.1776009125128335,1.133148453066826,1.1333033071715681,1.1331484530668263,1.107597115058102,1.1331484530668263,0.9066426457372546,0.01,0.010014006782637037,0.05,0.050012020085015,0.050866666666666664,1.0008429500361407,6.87576395977255e-05,0.48451773449503227,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.662859153253736e-06,0.11603733714084673,1.0642382127423946,4.201960990970521,1.0574761478661852,-3.0755608058571196
13.0,1.0,2.1319805109758745,2.1322868845306466,7.035535686220387,7.035683228003861,1.6887417627439905,1.6506723898875098,30.958778510232303,0.033371066675065585,0.03828734329863228,1.422971034162753e-05,1.1853293809275838,1.1388283833246218,1.1389920372127684,1.1388283833246218,1.1131557296952814,1.1388283833246218,0.911193629770215,0.01,0.0100141700143552,0.05,0.050012273021955225,0.050866666666666664,1.0008773858233497,6.886715757292326e-05,0.48451616400152414,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.67345020262587e-06,0.11603732654979736,1.063809394822998,4.200262063829297,1.057048888269428,-3.074291408932361
13.5,1.0,2.145883520126815,2.14620718211172,7.08141561641849,7.081597425458863,1.6997543362924503,1.6614470033231943,30.95984539890249,0.03358765898071304,0.03853729616199803,1.4345373471688079e-05,1.1931087312671773,1.1445367843513146,1.144709413967016,1.1445367843513146,1.1187423793849232,1.1445367843513146,0.9157675311736128,0.01,0.010014326773762024,0.05,0.05001251519193432,0.050866666666666664,1.0009118776474646,6.89768480674406e-05,0.4845146069871853,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.684058086868026e-06,0.11603731594191312,1.0633807645514233,4.198563191490183,1.0566217524274872,-3.0730219590149797
14.0,1.0,2.159877193175692,2.1602185221169052,7.127594737479785,7.127812532782842,1.710838724714466,1.6722921452341148,30.960914023734833,0.033805658692033294,0.03878888378313114,1.4461977814739701e-05,1.2009392958861655,1.1502737988572271,1.1504555785153994,1.1502737988572274,1.124357200307463,1.1502737988572274,0.9203644628123194,0.01,0.010014477372466826,0.05,0.05001274711138608,0.050866666666666664,1.0009464256005844,6.908671126990137e-05,0.4845130627127938,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.694682814110718e-06,0.11603730531718587,1.0629523136051708,4.196864374039484,1.0561947350869731,-3.071752460874753
14.5,1.0,2.1739621213572744,2.174321494532906,7.1740750004790055,7.174330473519355,1.721995396327097,1.6832082701571731,30.96198438758164,0.03402507481018726,0.039042116755832856,1.4579530956104738e-05,1.2088214094522365,1.1560395702680215,1.1562306727750256,1.1560395702680215,1.130000329533087,1.1560395702680215,0.9249845382200204,0.01,0.010014622107136939,0.05,0.050012969272082874,0.050866666666666664,1.0009810297749229,6.91967473559086e-05,0.4845115304743044,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.705324393270901e-06,0.11603729467560671,1.0625240340602937,4.195165611563601,1.0557678312464736,-3.0704829190570795
15.0,1.0,2.188138899761873,2.1885166934078386,7.220858369214181,7.221153185556367,1.7332248225013798,1.6941958358632745,30.96305649329874,0.034245916399268904,0.03929700574683114,1.4698040544886986e-05,1.216755408956618,1.161834242728283,1.1620348394978097,1.161834242728283,1.135671905017418,1.161834242728283,0.929627871598248,0.01,0.010014761260224232,0.05,0.05001318214231219,0.050866666666666664,1.001015690262807,6.930695652237898e-05,0.4845100096011683,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.715982834017135e-06,0.11603728401716597,1.0620959183723726,4.193466904149022,1.0553410361445237,-3.069213337893699
15.5,1.0,2.2024081273604836,2.202804716869379,7.2679468202895965,7.268282621147064,1.7445274776822393,1.7052553033676632,30.964130343745584,0.034468192586516004,0.03955356149610656,1.481751429439907e-05,1.2247416337248,1.167657961105125,1.1678682222695291,1.167657961105125,1.141372065597622,1.167657961105125,0.9342945778156234,0.01,0.010014895099094794,0.05,0.050013386167993196,0.050866666666666664,1.0010504071566806,6.941733895750356e-05,0.4845084994547403,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.726658146736533e-06,0.11603727334185325,1.0616679593584688,4.191768251882334,1.0549143452481982,-3.0679437215128567
16.0,1.0,2.216770407030096,2.217186167143512,7.315342343199318,7.315720746934996,1.7559038394085396,1.7163871369409411,30.965205941785296,0.034691912562533435,0.039811794817228886,1.493795998259853e-05,1.232780425427593,1.1735108709918103,1.1737309655091632,1.1735108709918103,1.147100950988961,1.1735108709918103,0.9389847724073308,0.01,0.01001502387826812,0.05,0.050013581773730345,0.050866666666666664,1.0010851805491072,6.952789485740584e-05,0.48450699942677555,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.737350342503576e-06,0.11603726264965748,1.061240150180099,4.190069654850222,1.0544877542423468,-3.0666740738488927
16.5,1.0,2.2312263455791617,2.231661650573294,7.363046940411234,7.363469543978542,1.767354388333254,1.727591804120034,30.966283290284704,0.034917085581515614,0.040071716597694054,1.5059385452525391e-05,1.2408721280921977,1.1793931187113906,1.1796232144682095,1.1793931187113906,1.1528587017813035,1.1793931187113906,0.9436985715745676,0.01,0.010015147842013562,0.05,0.05001376936384774,0.050866666666666664,1.0011200105327693,6.963862441905283e-05,0.4845055089379539,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.748059433049258e-06,0.11603725194056694,1.0608124843265085,4.188371113139467,1.05406125901902,-3.0654043986516655
17.0,1.0,2.2457765537732346,2.24623177763824,7.411062627451675,7.411531007779752,1.7788796082437794,1.7388697757198528,30.96736239211446,0.035143720961481564,0.04033333779927223,1.5181798612748707e-05,1.2490170881136313,1.1853048513203652,1.1855451152302905,1.1853048513203657,1.1586454594360853,1.1853048513203654,0.9484360921842325,0.01,0.010015267222874602,0.05,0.0500139493233632,0.050866666666666664,1.0011548972004731,6.974952784894947e-05,0.4845040274364879,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.758785430732058e-06,0.11603724121456925,1.0603849555989338,4.186672626836951,1.053634855667518,-3.0641346994954177
17.5,1.0,2.2604216463607765,2.260897162974226,7.4593914329905635,7.459907148316833,1.7904799860823712,1.7502215258455494,30.96844325014905,0.03537182808452099,0.040596669458365195,1.530520743782097e-05,1.2572156542664417,1.1912462166123579,1.1914968147110003,1.191246216612358,1.1644613662836558,1.191246216612358,0.9531974517688003,0.01,0.010015382242233414,0.05,0.05001412201890945,0.050866666666666664,1.0011898406451492,6.986060534735095e-05,0.48450255439681145,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.769528348510492e-06,0.11603723047165147,1.059957558095711,4.18497419602966,1.0532085404649794,-3.0628649797871614
18.0,1.0,2.2751622420991273,2.275658425393816,7.50803539892712,7.508599990079393,1.8021560119667188,1.7616475319052234,30.969525867266697,0.03560141639704846,0.04086172268637135,1.542961996873919e-05,1.265468177716656,1.1972173631218102,1.1974784606579334,1.1972173631218102,1.1703065655209022,1.1972173631218102,0.9579827685263468,0.01,0.01001549311085206,0.05,0.050014287799611354,0.050866666666666664,1.001224840959848,6.997185712648681e-05,0.4845010893183236,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.780288199916911e-06,0.11603721971180006,1.0595302861980982,4.1832758208046785,1.0527823098674147,-3.061595242774668
18.5,1.0,2.2899989637806484,2.2905161879070164,7.556996580476141,7.557611572106417,1.8139081792106517,1.7731482746230842,30.970610246349676,0.03583249541006608,0.04112850867005838,1.5555044313412714e-05,1.2737750120339915,1.203218440127695,1.2034902016508957,1.203218440127695,1.1761812012091581,1.2032184401276953,0.9627921613207168,0.01,0.010015600029380942,0.05,0.0500144469979215,0.050866666666666664,1.0012598982377525,7.008328339329177e-05,0.484499631724201,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.7910649990325115e-06,0.11603720893500095,1.059103134556771,4.1815775012492,1.0523561605011698,-3.060325491554072
19.0,1.0,2.30493243825904,2.305471077742428,7.606277046254833,7.606943948026802,1.825736984344986,1.7847242380530464,30.971696390284247,0.03606507469943396,0.041397038671943026,1.5681488647137565e-05,1.2821365132042752,1.2092495976572515,1.2095321871022857,1.2092495976572515,1.182085418272377,1.2092495976572515,0.9676257496818285,0.01,0.010015703188850814,0.05,0.05001459993041618,0.050866666666666664,1.0012950125721731,7.019488436349431e-05,0.48449818116025994,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.801858760463503e-06,0.11603719814123951,1.0586760980789607,4.179879237450525,1.0519300891547954,-3.0590557290771185
19.5,1.0,2.3199632964758186,2.3205237263687994,7.655878878370203,7.65659918610247,1.8376429271384962,1.7963759095927492,30.97278430196051,0.036299163906148714,0.04166732403067815,1.580896121307741e-05,1.2905530396420901,1.2153109864897307,1.215604567257638,1.2153109864897307,1.1880193624955602,1.2153109864897307,0.9724836538061106,0.01,0.010015802771132582,0.05,0.0500147468985528,0.050866666666666664,1.001330184056545,7.030666025328002e-05,0.48449673719387437,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.812669499318406e-06,0.11603718733050067,1.0582491719162095,4.178181029496054,1.0515040927713049,-3.05778595815806
20.0,1.0,2.335092173486981,2.3356747695169813,7.7058041725070385,7.706579369273898,1.849626510619038,1.8081037799979918,30.973873984272743,0.036534772736629265,0.041939376161446905,1.5937470322750848e-05,1.2990249522036688,1.2214027581601696,1.2217074931963343,1.2214027581601699,1.1939831805234318,1.2214027581601699,0.9773659945570676,0.01,0.010015898949380816,0.05,0.05001488818939198,0.050866666666666664,1.0013654127844382,7.041861127914106e-05,0.48449529941294806,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.8234972311863115e-06,0.11603717650276879,1.0578223514527048,4.176482877473302,1.0510781684407995,-3.056516181480229
20.5,1.0,2.350319708489831,2.3509248472022892,7.756055038016443,7.756886595208393,1.8616882410947955,1.8199083433976209,30.974965440119213,0.03677191096301129,0.0422132065563643,1.6067024356525894e-05,1.307552614199998,1.2275250649631777,1.2278411168324783,1.227525064963178,1.1999770198593855,1.2275250649631777,0.9822728934659826,0.01,0.010015991887503187,0.05,0.05001502407628186,0.050866666666666664,1.001400698849552,7.053073766094065e-05,0.48449386742493666,0.33,0.6699999999999999,0.33,0.5359999999999999,0.017955999999999996,6.834341972116381e-06,0.11603716565802787,1.0573956322942182,4.174784781469892,1.0506523133934764,-3.0552464016022642
